,disclosure_year,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,cap_gains_over_200_usd
3059,2020,04/16/2020,2020-04-03,,OTIS,Otis Worldwide Corporation,exchange,"$1,001 - $15,000",Hon. Debbie Dingell,MI12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016401.pdf,False
3060,2020,04/16/2020,2020-03-26,joint,ACN,Accenture plc Class A Ordinary Shares,purchase,"$100,001 - $250,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
3061,2020,04/16/2020,2020-03-26,joint,AMZN,"Amazon.com, Inc.",purchase,"$100,001 - $250,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
3062,2020,04/16/2020,2020-03-26,joint,HD,"Home Depot, Inc.",purchase,"$100,001 - $250,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
3063,2020,04/16/2020,2020-03-26,joint,MMP,Magellan Midstream Partners L.P. Limited Partnership,purchase,"$100,001 - $250,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
3064,2020,04/16/2020,2020-03-26,joint,MMP,Magellan Midstream Partners L.P. Limited Partnership,purchase,"$15,001 - $50,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
3065,2020,04/16/2020,2020-03-26,joint,MSFT,Microsoft Corporation,purchase,"$250,001 - $500,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
3066,2020,04/16/2020,2020-03-26,joint,--,MORGAN STANLEY FIN LLC MTN ZERO CPN,purchase,"$100,001 - $250,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
3067,2020,04/16/2020,2020-03-26,joint,OKE,"ONEOK, Inc.",purchase,"$15,001 - $50,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
3068,2020,04/16/2020,2020-03-26,joint,TXN,Texas Instruments Incorporated,purchase,"$100,001 - $250,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
3069,2020,04/16/2020,2020-03-27,joint,WMB,"Williams Companies, Inc.",purchase,"$15,001 - $50,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
3070,2020,04/16/2020,2020-03-26,joint,WMB,"Williams Companies, Inc.",purchase,"$100,001 - $250,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
3071,2020,04/16/2020,2020-03-26,joint,WPX,"WPX Energy, Inc.",purchase,"$100,001 - $250,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
3072,2020,04/16/2020,2020-03-26,joint,WPX,"WPX Energy, Inc.",purchase,"$15,001 - $50,000",Hon. Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016419.pdf,False
3073,2020,11/23/2020,2020-07-09,,AAL,"American Airlines Group, Inc.",purchase,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3074,2020,11/23/2020,2020-10-26,,AAL,"American Airlines Group, Inc.",purchase,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3075,2020,11/23/2020,2020-11-09,,AAL,"American Airlines Group, Inc.",sale_partial,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3076,2020,11/23/2020,2020-08-10,,BA,Boeing Company,sale_full,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3077,2020,11/23/2020,2020-11-13,,BA,Boeing Company,sale_full,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3078,2020,11/23/2020,2020-11-11,,FAS,Direxion Financial Bull 3X Shares,sale_full,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3079,2020,11/23/2020,2020-11-05,,FAS,Direxion Financial Bull 3X Shares,sale_full,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3080,2020,11/23/2020,2020-07-09,,FAS,Direxion Financial Bull 3X Shares,purchase,"$1,001 - $15,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3081,2020,11/23/2020,2020-10-26,,FAS,Direxion Financial Bull 3X Shares,purchase,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3082,2020,11/23/2020,2020-11-09,,FAS,Direxion Financial Bull 3X Shares,sale_partial,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3083,2020,11/23/2020,2020-11-16,,VXX,iPath Series B S&P 500 VIX Short-Term Futures ETN,purchase,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3084,2020,11/23/2020,2020-11-16,,TSLA,Tesla Inc.,sale_partial,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3085,2020,11/23/2020,2020-11-17,,TSLA,"Tesla, Inc.",purchase,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3086,2020,11/23/2020,2020-11-23,,TSLA,"Tesla, Inc.",sale_partial,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3087,2020,11/23/2020,2020-11-13,,TSLA,"Tesla, Inc.",purchase,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3088,2020,11/23/2020,2020-10-26,,TSLA,"Tesla, Inc.",purchase,"$1,001 - $15,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3089,2020,11/23/2020,2020-09-04,,TSLA,"Tesla, Inc.",purchase,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3090,2020,11/23/2020,2020-11-05,,UBER,"Uber Technologies, Inc. / Stock",sale_full,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3091,2020,11/23/2020,2020-11-09,,UBS,UBS Group AG Registered Ordinary Shares,sale_full,"$15,001 - $50,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3092,2020,11/23/2020,2020-11-18,,OIH,VanEck Vectors Oil Services ETF,sale_full,"$1,001 - $15,000",Hon. Michael Garcia,CA25,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017738.pdf,False
3093,2020,09/08/2020,2020-08-10,self,AEP,"American Electric Power Company, Inc.",purchase,"$15,001 - $50,000",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,False
3094,2020,09/08/2020,2020-08-10,--,AXP,American Express Company,sale_full,"$15,001 - $50,000",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,False
3095,2020,09/08/2020,2020-08-10,self,DUK,Duke Energy Corporation,purchase,"$15,001 - $50,000",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,False
3096,2020,09/08/2020,2020-08-11,self,--,FT Divers Income & Growth Fall 15,sale_full,"$100,001 - $250,000",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,False
3097,2020,09/08/2020,2020-08-10,self,DGRO,ISHARES Core Dividend Growth ETF,purchase,"$50,001 - $100,000",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,False
3098,2020,09/08/2020,2020-08-10,self,JNJ,Johnson & Johnson,purchase,"$15,001 - $50,000",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,False
3099,2020,09/08/2020,2020-08-10,--,PNC,"PNC Financial Services Group, Inc.",sale_full,"$50,001 - $100,000",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,False
3100,2020,09/08/2020,2020-08-10,--,PNC,"PNC Financial Services Group, Inc.",sale_full,"$15,001 - $50,000",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,False
3101,2020,09/08/2020,2020-08-10,--,CWB,SPDR Bloomberg Barclays Convertible Securities ETF,purchase,"$50,001 - $100,000",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,False
3102,2020,09/08/2020,2020-08-10,--,SDY,SPDR S&P Dividend ETF,purchase,"$15,001 - $50,000",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,False
3103,2020,09/08/2020,2020-08-10,--,SDY,SPDR S&P Dividend ETF,purchase,"$15,001 - $50,000",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,False
3104,2020,09/08/2020,2020-08-10,--,XLV,SPDR Select Sector Fund - Health Care,purchase,"$50,001 - $100,000",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,False
3105,2020,09/08/2020,2020-08-10,--,USB,U.S. Bancorp,sale_full,"$50,001 - $100,000",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,False
3106,2020,09/08/2020,2020-08-10,--,V,Visa Inc.,sale_full,"$15,001 - $50,000",Hon. K. Michael Conaway,TX11,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017309.pdf,False
3107,2020,09/08/2020,2020-08-17,,PG,Procter & Gamble Company,purchase,"$1,001 - $15,000",Hon. Lloyd Doggett,TX35,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017318.pdf,False
3108,2020,07/15/2020,2020-06-17,joint,--,Maricopa CNTY Ariz uni SCH Dist No 69 5.00 Due 07/01/27,purchase,"$50,001 - $100,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016890.pdf,False
3109,2020,07/15/2020,2020-06-18,joint,--,Maryland ST go ST Local Facs lN BDS 5.00% Due 03/15/27,purchase,"$15,001 - $50,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016890.pdf,False
3110,2020,07/15/2020,2020-06-30,self,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016890.pdf,False
3111,2020,07/15/2020,2020-06-24,joint,--,New York ST Dorm Auth Sales Tax 5.00% Due 03/15/20252,purchase,"$15,001 - $50,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016890.pdf,False
3112,2020,07/15/2020,2020-06-25,joint,--,New York ST Dorm Auth ST Pers Income,purchase,"$15,001 - $50,000",Hon. Suzan K. DelBene,WA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016890.pdf,False
3113,2020,07/15/2020,2020-06-23,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016958.pdf,False
3114,2020,07/15/2020,2020-06-23,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016958.pdf,False
3115,2020,07/15/2020,2020-07-02,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016958.pdf,False
3116,2020,07/15/2020,2020-07-02,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016958.pdf,False
3117,2020,07/15/2020,2020-07-01,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016958.pdf,False
3118,2020,07/15/2020,2020-07-01,self,RUN,Sunrun Inc.,sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016958.pdf,False
3119,2020,07/15/2020,2020-07-07,self,VSLR,"Vivint Solar, Inc.",sale_partial,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016958.pdf,False
3120,2020,07/15/2020,2020-06-23,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016959.pdf,False
3121,2020,07/15/2020,2020-06-23,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016959.pdf,False
3122,2020,07/15/2020,2020-07-02,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016959.pdf,False
3123,2020,07/15/2020,2020-07-01,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016959.pdf,False
3124,2020,07/15/2020,2020-07-01,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016959.pdf,False
3125,2020,07/15/2020,2020-07-01,self,RUN,Sunrun Inc.,sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016959.pdf,False
3126,2020,07/15/2020,2020-07-07,self,VSLR,"Vivint Solar, Inc.",sale_partial,"$1,001 -",Hon. Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016959.pdf,False
3127,2022,02/13/2022,2022-01-25,self,PSDTX,Putnam Ultra Short Duration Income A,sale_full,"$50,001 - $100,000",Hon. Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020448.pdf,False
3128,2022,02/13/2022,2022-01-25,self,SBUX,Starbucks Corporation,sale_full,"$15,001 - $50,000",Hon. Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020448.pdf,False
3129,2022,02/13/2022,2022-01-25,self,DIS,Walt Disney Company,sale_full,"$1,001 - $15,000",Hon. Richard W. Allen,GA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020448.pdf,False
3130,2022,02/13/2022,2022-01-28,,AAPL,Apple Inc,purchase,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020446.pdf,False
3131,2022,02/13/2022,2022-01-28,,FLGB,Franklin FTSE United Kingdom ETF,purchase,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020446.pdf,False
3132,2022,02/13/2022,2022-01-14,,HON,Honeywell International Inc,sale_full,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020446.pdf,False
3133,2022,02/13/2022,2022-01-28,,SPHB,Invesco S&P 500 High Beta ETF,sale_full,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020446.pdf,False
3134,2022,02/13/2022,2022-01-28,,IEUR,iShares Core MSCI Europe ETF,purchase,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020446.pdf,False
3135,2022,02/13/2022,2022-01-28,,EFG,iShares MSCI EAFE Growth ETF,sale_full,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020446.pdf,False
3136,2022,02/13/2022,2022-01-14,,LMT,Lockheed Martin Corporation,sale_full,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020446.pdf,False
3137,2022,02/13/2022,2022-01-28,,FB,Meta Platforms Inc - Class A,purchase,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020446.pdf,False
3138,2022,02/13/2022,2022-01-14,,SPY,SPDR S&P 500,purchase,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020446.pdf,False
3139,2022,02/13/2022,2022-01-05,,SPY,SPDR S&P 500,sale_partial,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020446.pdf,False
3140,2022,02/13/2022,2022-01-28,,XLE,SPDR Select Sector Fund - Energy Select Sector,purchase,"$1,001 - $15,000",Hon. Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020446.pdf,False
3141,2021,03/09/2021,2021-02-18,self,AB,"AllianceBerstein Holding LP. Purchased 15,000 shares.",purchase,"$500,001 - $1,000,000",Hon. Nancy Pelosi,CA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018355.pdf,False
3142,2021,03/09/2021,2021-02-23,self,AB,"AllianceBerstein Holding LP. Purchased 25,000 shares.",purchase,"$500,001 - $1,000,000",Hon. Nancy Pelosi,CA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018355.pdf,False
3143,2021,03/09/2021,2021-02-10,,--,Citigroup Inc Var Rt Perp Mat dtd 2/18/2021,purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018352.pdf,False
3144,2021,03/09/2021,2021-02-19,,--,Citigroup Inc Var Rt Perp Mat dtd 2/18/2021,purchase,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018352.pdf,False
3145,2021,03/09/2021,2021-02-16,,--,Citigroup Inc Var Rt Perp Mat dtd 11/13/2015,sale_partial,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018352.pdf,False
3146,2021,03/09/2021,2021-02-19,,--,Citigroup Inc Var Rt Perp Mat dtd 11/13/2015,sale_full,"$1,001 - $15,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018352.pdf,False
3147,2021,03/09/2021,2021-02-05,,--,Goldman Sachs Group Inc Var Rt Perp Mat dtd 4/23/2015,sale_full,"$250,001 - $500,000",Hon. Dean Phillips,MN03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018352.pdf,False
3148,2021,03/09/2021,2021-02-05,,TCEHY,Tencent Holdings,purchase,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
3149,2021,03/09/2021,2021-02-09,,PYPL,PayPal Holdings Inc,purchase,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
3150,2021,03/09/2021,2021-02-09,,SQ,Square Inc,purchase,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
3151,2021,03/09/2021,2021-02-16,,AON,AON plc,purchase,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
3152,2021,03/09/2021,2021-02-16,,MSCI,MSCI Inc,purchase,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
3153,2021,03/09/2021,2021-02-05,,--,S&P 500 Dep Receipts,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
3154,2021,03/09/2021,2021-02-09,,--,S&P 500 Dep Receipts,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
3155,2021,03/09/2021,2021-02-09,,FIS,Fidelity National Info Svcs,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
3156,2021,03/09/2021,2021-02-09,,OWLSX,OW Large Cap Strategies Fund,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
3157,2021,03/09/2021,2021-02-10,,SEA,SEA Limited ADR,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
3158,2021,03/09/2021,2021-02-10,,MSFT,Microsoft Corp,purchase,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
3159,2021,03/09/2021,2021-02-10,,BLK,Blackrock Inc,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
3160,2021,03/09/2021,2021-02-10,,CTAS,Cintas Corp,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
3161,2021,03/09/2021,2021-02-10,,HD,Home Depot,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217887.pdf,False
3162,2022,02/07/2022,2022-01-28,self,NWN,Northwest Natural Holding Company,sale_partial,"$15,001 - $50,000",Hon. Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020399.pdf,False
3163,2022,02/07/2022,2022-01-14,,MELI,MercadoLibre Inc,purchase,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
3164,2022,02/07/2022,2022-01-14,,SEA,SEA Ltd ADR,purchase,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
3165,2022,02/07/2022,2022-01-20,,FIX,iShares Chine Large-Cap ETF,purchase,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
3166,2022,02/07/2022,2022-01-24,,PLD,ProLogis Inc,purchase,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
3167,2022,02/07/2022,2022-01-05,,ROST,Ross Stores Inc,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
3168,2022,02/07/2022,2022-01-05,,OWLSX,Old Westbury Large Cap Strategies Fund,sale_full,"$15,001 - $50,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
3169,2022,02/07/2022,2022-01-05,,MSFT,Microsoft Corporation,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
3170,2022,02/07/2022,2022-01-05,,UNP,Union Pacific Corp,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
3171,2022,02/07/2022,2022-01-06,,ZTS,Zoetis Inc,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
3172,2022,02/07/2022,2022-01-06,,V,Visa Inc,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
3173,2022,02/07/2022,2022-01-06,,NOW,ServiceNow Inc,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
3174,2022,02/07/2022,2022-01-06,,IQVA,Iqvia Holdings Inc,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
3175,2022,02/07/2022,2022-01-06,,AAPl,Apple Inc,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
3176,2022,02/07/2022,2022-01-20,,HD,Home Depot Inc,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
3177,2022,02/07/2022,2022-01-20,,NKE,Nike Inc,sale_full,"$1,001 - $15,000",Hon. Kurt Schrader,OR05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218557.pdf,False
